Win,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Def.Rank,Opp.First.Down.Runs,Opp.First.Down.Passes,Opp.First.Down.Penalties,Opp.First.Downs,X4rd.Down.Def.Rank,Opp.4th.Conversion,Opp.4th.Attempt,Opponent.4th.Percent,Interceptions.Thrown.x,Pass.Def.Rank,Opp.Completions.Allowed,Opp.Pass.Attempts,Opp.Pass.Yds.Allowed,Opp.Pass.TDs.Allowed,Yards.Attempt.Allowed,Yards.Completion.Allowed,Redzone.Def.Rank,Opp.Redzone.Attempts,Opp.Redzone.Rush.TD.Allowed,Opp.Redzone.Pass.Touchdowns.Allowed,Opp.Redzone.Field.Goals.Made,Opp.Redzone.Scores,Redzone.Points.Allowed,Rushing.Def.Rank,Opp.Rush.Attempts,Opp.Rush.Yards.Alloweed,Yds.Rush.Allowed,Opp.Rush.Touchdowns.Allowed,Rush.Yards.Per.Game.Allowed,Sack.Rank,Sacks,Sack.Yards,Average.Sacks.per.Game,Scoring.Def.Rank,Touchdowns.Allowed,Opponent.Extra.Points,X2.Point.Conversions.Allowed,Opp.Feild.Goals.Made,Opp.Safety,Points.Allowed,Avg.Points.per.Game.Allowed,Defensive.Points,Safety,Tackle.for.Loss.Rank,Solo.Tackle.For.Loss,Assist.Tackle.For.Loss,Tackle.for.Loss.Yards,Total.Tackle.For.Loss,Tackle.For.Loss.Per.Game,X3rd.Down.Def.Rank,Opp.3rd.Conversion,Opp.3rd.Attempt,Opponent.3rd.Percent,Turnover.Rank,Fumbles.Recovered,Opponents.Intercepted,Turnovers.Gain,,,,,,
5,741,3700,4.99,31,34,336.4,81,107,83,15,205,51,18,32,0.562,66,443,2,1792,5.33,9.38,12,162.9,7,29,9,9,5,23,0.793,78,99,363,1408,3.88,9,128,68,437,1829,4.19,19,166.3,71,25,2.27,37,34,29,265,115,0,0,13,0,207,18.8,64,5.8,116,145,64,162,0.395,72,9,10,2,12,-3,-0.27
4,428,2398,5.6,25,25,399.7,21,48,60,12,120,36,10,14,0.714,49,439,2,1719,10.95,17.19,18,286.5,76,26,12,7,3,22,0.846,125,38,235,1159,4.93,14,193.2,58,229,944,4.12,13,157.3,12,7,1.17,94,25,17,205,10,0,0,5,0,250,41.7,51,8.5,43,67,36,91,0.396,97,3,4,2,6,-3,-0.5
3,332,1581,4.76,10,11,263.5,5,24,46,10,80,114,1,7,0.143,63,274,6,1123,6.17,10.12,9,187.2,6,21,6,7,5,18,0.857,5,59,249,1030,4.14,8,171.7,5,166,562,3.39,1,93.7,47,12,2,6,11,9,94,105,0,0,5,0,134,22.3,31,5.2,70,89,18,71,0.254,1,8,5,6,11,-3,-0.5
2,399,1968,4.93,15,16,328,15,48,49,10,107,78,0,6,0,102,407,5,920,6.87,14.84,1,153.3,32,26,12,0,11,23,0.885,8,16,275,1317,4.79,16,219.5,22,221,752,3.4,7,125.3,93,16,2.67,25,16,15,126,83,1,0,13,0,159,26.5,46,7.7,118,89,29,80,0.362,50,10,4,5,9,1,0.17
10,"3,855",5.23,33,34,296.5,3,80,105,15,200,4,32,25,0.4,94,35,1,"1,242",10.99,22.58,8,95.5,19,190,35,4,9,48,0.828,17,35,834,"4,260",5.11,44,327.7,9,397,"1,328",3.35,18,102.2,3,11,46,16,34,31,2,19.8,52,0,11,1,403,31,75,5.5,20,196,88,172,0.401,1,   475:35,5,4,9,6,0.46,
2,"5,628",7.19,58,62,469,109,158,113,16,287,91,14,10,0.7,56,22,1,"2,610",7.41,11.55,21,217.5,55,201,5,13,7,25,0.694,126,51,431,"1,479",3.43,8,123.2,128,482,"2,987",6.2,32,248.9,130,63,355,125,62,59,1,39.5,31,0,7,0,238,19.8,129,3.4,79,163,62,142,0.542,30,   373:41,12,5,17,-5,-0.42,
13,"4,561",4.77,34,36,304.1,72,86,141,36,263,69,9,31,0.548,35,24,1,"5,073",8.88,13.35,48,338.2,50,297,20,26,17,63,0.926,79,40,548,"2,250",4.11,21,150,4,485,"1,290",2.66,9,86,106,42,284,18,36,33,1,20.1,75,0,23,0,598,39.9,4,8.1,3,225,117,209,0.311,19,   475:46,6,7,13,9,0.6,
10,"4,868",5.27,36,37,347.7,56,100,132,25,257,20,24,24,0.375,41,44,1,"3,487",8.44,13.67,29,249.1,58,251,18,12,15,45,0.865,23,45,567,"2,691",4.75,26,192.2,25,481,"1,760",3.66,18,125.7,12,17,115,30,37,35,0,22.1,61,0,20,0,483,34.5,3,8.1,94,189,68,199,0.342,29,   436:20,14,12,26,-4,-0.29,
1,"4,452",5.89,42,48,371,25,109,93,29,231,23,18,8,0.5,130,7,0,"2,716",6.12,10.13,12,226.3,15,164,5,7,17,29,0.744,130,38,426,"1,555",3.65,6,129.6,99,473,"2,171",4.59,17,180.9,109,35,251,101,48,45,2,31.4,20,0,21,2,206,17.2,66,5.8,122,190,61,147,0.374,56,   362:38,5,18,23,-17,-1.42,
8,"4,238",4.97,31,31,326,56,102,119,36,257,23,9,26,0.5,45,17,0,"2,530",8.08,12.28,12,194.6,20,229,26,8,8,42,0.808,76,46,494,"2,488",5.04,34,191.4,33,471,"1,705",3.62,18,131.2,60,28,174,22,31,28,0,20.8,49,0,8,1,369,28.4,67,5.7,26,150,67,180,0.372,82,   381:29,11,10,21,0,0,
9,"4,780",5.41,33,35,367.7,45,102,119,29,250,27,12,25,0.6,69,10,0,"2,781",8.86,13.57,22,213.9,41,227,22,11,13,46,0.885,13,37,588,"2,961",5.04,26,227.8,69,496,"1,996",4.02,17,153.5,70,30,190,39,35,31,3,22.9,49,0,20,0,402,30.9,50,6.1,90,174,64,185,0.335,93,   376:25,6,5,11,6,0.46,
2,"6,069",7.22,58,62,505.8,81,139,114,16,269,127,5,13,0.846,26,28,0,"3,767",7.18,12.15,27,313.9,94,206,4,15,14,33,0.868,65,41,349,989,2.83,4,82.4,130,488,"3,131",6.42,32,260.9,128,48,313,124,62,61,0,38.6,35,0,20,1,303,25.2,65,5.8,116,177,58,162,0.414,96,   346:01,5,17,22,-4,-0.33,
9,"4,269",5.78,34,37,328.4,8,77,124,16,217,7,30,31,0.355,61,30,2,"1,233",11.21,20.55,11,94.8,38,202,36,1,8,45,0.865,125,31,758,"3,648",4.81,46,280.6,16,399,"1,524",3.82,19,117.2,1,7,39,33,37,33,1,22.3,57,0,9,1,427,32.8,94,5,9,176,82,151,0.404,2,   460:59,5,3,8,8,0.62,
6,"4,860",5.29,31,32,373.8,69,87,154,21,262,51,13,27,0.37,15,22,0,"3,120",6.86,11.69,17,240,96,289,17,10,12,39,0.848,58,49,444,"2,099",4.73,22,161.5,29,469,"1,665",3.55,8,128.1,31,22,187,27,32,28,3,21.8,43,0,19,1,362,27.8,17,7,61,184,74,187,0.358,91,   377:44,7,4,11,1,0.08,
6,"5,452",5.89,39,44,419.4,112,131,140,18,289,62,11,21,0.524,9,19,0,"2,699",6.13,10.11,18,207.6,91,262,14,10,11,35,0.875,105,45,444,"1,699",3.83,17,130.7,95,528,"2,293",4.34,22,176.4,52,26,197,85,44,40,2,28.4,37,0,18,1,313,24.1,121,4.2,66,188,75,172,0.401,117,   357:40,5,7,12,7,0.54,
12,"4,843",5.15,29,29,345.9,77,99,141,27,267,28,22,28,0.607,30,6,0,"2,848",7.8,12.02,24,203.4,65,266,24,16,11,51,0.879,65,41,572,"3,070",5.37,29,219.3,17,497,"1,658",3.34,16,118.4,14,18,135,10,29,28,0,18.3,57,0,14,1,443,31.6,17,7,48,183,77,201,0.343,20,   441:19,7,7,14,13,0.93,
7,"4,373",5.46,26,26,364.4,18,100,105,20,225,114,6,15,0.4,36,36,0,"3,127",7.65,12.31,20,260.6,30,186,15,14,20,49,0.925,41,38,461,"1,445",3.13,15,120.4,75,478,"1,890",3.95,14,157.5,66,27,224,12,26,23,1,19,39,0,26,0,350,29.2,82,5.3,28,181,80,174,0.379,60,   359:24,5,10,15,7,0.58,
6,"4,131",5.44,29,32,344.2,13,106,94,22,222,65,12,24,0.458,54,29,1,"2,218",7.3,13.12,13,184.8,3,179,19,7,10,36,0.837,30,39,479,"1,983",4.14,21,165.2,92,451,"2,049",4.54,15,170.8,61,26,162,31,32,31,0,22.2,37,0,13,0,296,24.7,107,4.7,72,160,63,148,0.345,72,   356:28,7,11,18,-1,-0.08,
4,"4,487",5.29,45,47,373.9,56,136,94,27,257,121,6,25,0.4,91,34,1,"2,578",6.33,10.83,12,214.8,9,180,12,6,11,29,0.829,119,49,370,"1,224",3.31,15,102,103,541,"2,253",4.16,30,187.8,117,39,276,97,47,44,0,30.7,28,0,19,2,257,21.4,46,6.2,109,179,61,172,0.413,73,   355:59,8,9,17,2,0.17,
4,"4,997",6.34,47,47,416.4,41,126,98,23,247,43,14,20,0.7,19,22,0,"2,562",6.98,11.75,12,213.5,57,184,28,10,11,49,0.86,14,49,538,"2,343",4.36,30,195.2,109,489,"2,332",4.77,27,194.3,17,16,93,93,47,45,0,29.9,43,0,14,0,345,28.8,36,6.5,13,187,86,160,0.388,26,   375:08,7,11,18,-7,-0.58,
10,"5,054",5.74,38,38,388.8,96,118,145,15,278,34,16,26,0.654,76,31,0,"3,433",8.83,13.57,26,264.1,72,269,24,17,8,49,0.891,71,50,479,"2,451",5.12,30,188.5,71,470,"2,032",4.32,24,156.3,10,15,114,51,38,33,2,24.7,57,0,11,0,430,33.1,109,4.6,15,157,72,179,0.43,87,   380:15,7,5,12,11,0.85,
5,"4,400",5.31,33,33,366.7,53,108,125,21,254,126,9,12,0.5,50,28,0,"2,661",6.97,11.32,16,221.8,67,242,16,8,8,32,0.78,21,40,402,"1,971",4.9,17,164.2,41,418,"1,646",3.94,13,137.2,57,25,143,32,33,27,3,22.2,36,0,12,0,285,23.8,78,5.4,58,167,68,179,0.464,52,   364:14,2,8,10,10,0.83,
9,"4,963",5.58,40,42,381.8,41,101,130,16,247,42,17,32,0.438,40,44,0,"3,450",7.7,12.64,31,265.4,112,261,15,20,7,42,0.824,85,41,520,"2,314",4.45,18,178,18,463,"1,540",3.33,18,118.5,55,27,191,60,42,35,3,25.8,53,0,17,0,420,32.3,1,8.2,86,191,71,188,0.298,31,   403:40,4,10,14,1,0.08,
5,"5,580",7.14,54,55,465,81,120,134,15,269,28,22,24,0.625,42,12,0,"3,044",7.73,12.32,27,253.7,108,209,11,19,8,38,0.776,38,46,430,"1,795",4.17,13,149.6,115,457,"2,450",5.36,27,204.2,57,25,155,114,55,52,1,34,42,0,10,1,326,27.2,114,4.3,63,165,66,142,0.444,14,   386:45,10,10,20,-5,-0.42,
13,"4,457",4.47,27,28,318.4,74,124,120,22,266,36,12,37,0.514,23,32,0,"3,377",8.44,13.14,33,241.2,2,223,23,19,8,50,0.794,4,42,462,"2,426",5.25,34,173.3,62,583,"2,088",3.58,14,149.1,42,26,182,5,28,25,1,16.9,69,0,9,0,510,36.4,12,7.2,70,157,62,210,0.338,124,   379:53,9,9,18,12,0.86,
10,"3,971",4.44,18,22,305.5,13,74,128,20,222,60,9,24,0.417,126,16,1,"2,485",6,10.9,12,191.2,40,260,22,7,8,37,0.804,2,31,489,"2,183",4.46,26,167.9,7,440,"1,252",2.85,7,96.3,27,21,133,2,22,18,1,14.8,40,0,21,0,342,26.3,15,7.1,87,186,69,209,0.34,80,   382:21,8,11,19,2,0.15,
11,"4,412",5.28,36,36,339.4,26,106,109,17,232,5,10,29,0.448,47,52,0,"3,457",10.74,15.23,33,265.9,16,208,25,14,4,43,0.896,32,40,509,"2,974",5.84,36,228.8,61,477,"1,938",4.06,21,149.1,31,22,141,25,36,29,3,21.6,72,0,9,2,532,40.9,30,6.6,1,143,77,172,0.36,24,   406:56,6,4,10,2,0.15,
4,"5,051",6.06,39,40,420.9,81,123,123,23,269,124,6,19,0.421,64,18,0,"1,575",5.86,10.23,10,131.2,90,247,12,8,11,31,0.939,18,43,438,"1,514",3.46,12,126.2,96,431,"2,143",4.97,22,178.6,97,32,211,73,40,38,0,26.7,26,0,14,0,225,18.8,97,4.8,119,158,51,167,0.431,122,   326:22,4,3,7,6,0.5,
3,"4,528",5.46,41,43,377.3,33,114,97,27,238,109,10,17,0.647,44,33,0,"3,020",7.63,12.74,15,251.7,37,194,12,9,20,41,0.837,67,42,515,"1,969",3.82,14,164.1,86,494,"1,995",4.04,18,166.2,72,28,138,82,43,42,0,28.2,30,0,25,0,284,23.7,24,6.9,59,202,82,178,0.365,92,   348:26,7,11,18,-5,-0.42,
3,"6,215",7.12,58,60,517.9,112,114,155,20,289,112,11,13,0.692,7,19,0,"2,855",6.96,10.77,9,237.9,129,241,17,3,11,31,0.721,123,55,524,"2,156",4.11,22,179.7,117,468,"2,474",5.29,26,206.2,66,27,181,127,60,57,0,39.8,33,0,14,1,274,22.8,97,4.8,45,203,86,175,0.48,84,   351:43,12,9,21,-7,-0.58,
7,"4,733",6,37,41,394.4,26,100,114,18,232,9,26,17,0.647,95,38,2,"3,249",7.66,12.45,21,270.8,73,225,13,9,17,39,0.867,35,41,475,"1,951",4.11,20,162.6,82,412,"1,940",4.71,20,161.7,114,36,221,58,40,35,2,25.8,43,0,19,0,356,29.7,59,5.9,106,191,66,152,0.322,12,   390:36,11,11,22,-1,-0.08,
7,"5,661",6.28,46,50,435.5,119,144,134,20,298,78,14,21,0.476,80,30,2,"3,417",7.51,11.06,19,262.8,82,230,23,12,13,48,0.842,109,39,455,"1,533",3.37,26,117.9,113,508,"2,570",5.06,27,197.7,116,42,256,94,50,44,2,30,48,0,19,0,392,30.2,128,3.5,53,175,73,163,0.436,44,   396:55,3,9,12,4,0.31,
1,"5,896",6.68,58,62,491.3,121,149,137,13,299,109,6,12,0.75,88,24,0,"3,175",8.38,15.72,20,264.6,111,258,9,7,5,21,0.656,105,54,371,"1,225",3.3,11,102.1,125,506,"2,742",5.42,30,228.5,124,41,282,126,62,57,0,39.7,32,0,8,0,244,20.3,103,4.8,117,162,53,167,0.461,127,   319:03,10,12,22,-14,-1.17,
5,"4,911",5.83,36,39,409.2,34,92,128,20,240,104,10,27,0.556,86,29,1,"2,984",7.73,12.97,20,248.7,104,247,15,7,9,31,0.795,9,49,449,"1,816",4.04,18,151.3,74,422,"1,884",4.46,17,157,109,35,216,58,39,35,2,25.8,40,0,9,0,305,25.4,82,5.3,38,177,76,176,0.318,119,   328:55,8,8,16,4,0.33,
6,"4,782",5.48,38,43,367.8,67,111,117,33,261,54,14,22,0.409,110,32,1,"3,304",7.94,12.47,27,254.2,25,226,19,17,8,44,0.863,72,44,495,"2,713",5.48,26,208.7,85,478,"2,131",4.46,19,163.9,7,14,80,65,42,40,1,26.3,53,0,10,0,399,30.7,62,5.8,54,174,72,176,0.358,47,   396:14,3,18,21,-8,-0.62,
5,"4,533",5.18,40,41,377.8,41,95,125,27,247,128,7,23,0.478,122,21,0,"2,419",7.11,11.57,20,201.6,74,231,16,15,7,38,0.905,7,34,446,"2,134",4.78,21,177.8,55,478,"1,735",3.63,15,144.6,114,36,252,68,41,35,2,26.5,43,0,10,1,331,27.6,13,7.2,105,153,53,193,0.404,105,   339:52,8,12,20,1,0.08,
10,"4,512",5.26,32,32,347.1,26,85,118,29,232,57,8,20,0.35,89,57,0,"4,247",8.26,12.42,35,326.7,58,212,15,20,10,45,0.882,76,46,439,"1,796",4.09,17,138.2,24,453,"1,626",3.59,15,125.1,47,25,179,20,32,27,0,20.5,53,0,21,2,434,33.4,17,7,42,183,78,186,0.344,21,   408:50,12,10,22,2,0.15,
3,"5,302",6.44,45,48,441.8,81,104,141,24,269,100,12,19,0.421,87,30,1,"1,765",6.42,12.52,5,147.1,126,250,13,3,10,26,0.839,121,41,536,"2,322",4.33,22,193.5,65,420,"1,828",4.35,17,152.3,72,28,184,101,48,45,0,31.4,29,0,13,0,242,20.2,49,6.1,102,173,61,161,0.379,39,   368:39,4,12,16,-7,-0.58,
14,"4,034",4.16,13,16,268.9,18,81,119,25,225,48,8,32,0.406,3,15,0,"3,778",9.28,14.31,39,251.9,13,285,22,20,17,59,0.843,1,32,545,"2,864",5.26,29,190.9,2,463,"1,183",2.56,3,78.9,6,16,121,1,16,13,1,10.2,73,0,21,2,576,38.4,38,6.5,23,172,77,239,0.356,43,   458:09,6,12,18,3,0.2,
8,"5,241",5.45,40,43,403.2,105,115,140,29,284,53,10,29,0.517,103,41,0,"2,101",6.76,11.67,19,161.6,109,260,16,10,9,35,0.897,35,41,585,"2,943",5.03,25,226.4,47,524,"1,838",3.51,20,141.4,39,23,113,76,43,38,2,27.1,47,0,13,0,366,28.2,15,7.1,52,172,72,205,0.444,116,   357:41,7,8,15,6,0.46,
3,"5,462",6.61,47,50,455.2,77,116,132,19,267,97,10,15,0.6,84,11,0,"2,380",6.96,11.61,18,198.3,121,219,11,7,11,29,0.784,103,51,444,"2,028",4.57,15,169,100,491,"2,187",4.45,19,182.2,102,33,286,110,50,47,2,33.5,36,0,11,1,286,23.8,89,5.2,101,164,58,157,0.452,89,   350:29,5,10,15,-2,-0.17,
6,"5,798",5.75,48,51,446,123,111,168,25,304,129,5,21,0.381,105,27,1,"3,408",7.38,13.11,19,262.2,127,289,16,9,13,38,0.844,56,48,431,"1,857",4.31,22,142.8,71,502,"2,032",4.05,24,156.3,111,38,256,100,51,49,1,31.4,46,0,18,0,374,28.8,50,6.1,98,177,63,208,0.462,115,   357:43,14,16,30,-3,-0.23,
12,"4,215",4.92,31,36,301.1,6,81,109,18,208,16,16,30,0.433,108,39,3,"3,802",8.28,12.38,32,271.6,18,228,19,20,10,49,0.891,15,34,518,"1,985",3.83,27,141.8,10,443,"1,501",3.39,13,107.2,105,39,272,19,36,33,2,20.4,65,0,16,1,502,35.9,29,6.7,47,197,83,187,0.257,6,   470:13,2,12,14,9,0.64,
5,"4,387",5.22,28,30,365.6,49,117,119,16,252,119,5,18,0.722,124,9,1,"1,874",5.82,11.36,13,156.2,43,213,6,8,10,24,0.774,69,43,468,"2,083",4.45,12,173.6,63,478,"1,805",3.78,16,150.4,44,23,169,29,30,27,1,21.9,26,0,18,1,242,20.2,82,5.3,80,179,68,167,0.353,83,   351:58,5,6,11,7,0.58,
2,"4,615",5.64,47,51,384.6,54,103,133,19,255,69,11,15,0.667,128,16,1,"2,106",5.4,10.58,9,175.5,76,240,12,7,8,27,0.771,116,55,428,"1,374",3.21,13,114.5,60,433,"1,787",4.13,23,148.9,82,29,169,109,51,47,1,33.2,24,0,13,0,207,17.2,97,4.8,89,187,69,156,0.365,70,   357:07,7,15,22,-13,-1.08,
10,"4,603",4.72,31,31,328.8,51,96,134,23,253,125,5,27,0.444,14,12,0,"2,521",6.24,11.36,12,180.1,42,262,15,4,15,34,0.723,115,43,507,"1,731",3.41,18,123.6,13,508,"1,601",3.15,15,114.4,68,32,210,13,31,29,0,19.2,36,0,24,2,328,23.4,102,4.8,110,200,68,214,0.369,59,   419:18,8,11,19,11,0.79,
7,"4,039",5.06,30,34,310.7,10,96,107,16,219,19,15,19,0.421,119,23,1,"3,430",7.69,10.96,22,263.8,11,213,18,15,14,47,0.959,12,33,411,"2,081",5.06,25,160.1,21,449,"1,593",3.55,11,122.5,27,21,131,20,34,33,0,20.5,48,0,24,0,407,31.3,40,6.4,91,165,60,178,0.388,33,   401:40,5,9,14,2,0.15,
2,"5,841",7.21,67,68,486.8,106,151,122,13,286,117,11,18,0.611,2,9,0,"2,218",6.95,11.37,15,184.8,81,221,12,13,4,29,0.725,118,58,435,"1,672",3.84,15,139.3,129,496,"2,999",6.05,40,249.9,17,16,104,129,68,68,0,42.2,32,0,9,0,249,20.8,129,3.4,95,165,59,142,0.542,38,   369:16,3,10,13,2,0.17,
8,"4,481",5.37,29,31,344.7,29,93,125,16,234,6,15,33,0.606,93,21,0,"2,599",8.36,12.74,14,199.9,44,258,23,7,8,38,0.844,121,41,437,"2,111",4.83,29,162.4,31,458,"1,683",3.67,14,129.5,41,24,176,23,31,28,0,21,46,0,12,1,358,27.5,26,6.8,30,146,64,178,0.399,64,   388:40,7,7,14,4,0.31,
7,"6,601",6.19,63,65,471.5,130,155,174,31,360,81,13,35,0.6,8,55,0,"3,452",8.5,13.18,21,246.6,116,307,26,11,19,56,0.824,75,64,647,"3,481",5.38,36,248.6,116,580,"2,882",4.97,40,205.9,108,40,230,121,65,57,1,36.3,57,0,21,0,462,33,108,4.6,34,202,88,203,0.468,125,   373:37,6,6,12,13,0.93,
10,"4,421",5.5,32,34,340.1,37,82,138,21,241,114,6,18,0.278,73,13,0,"2,934",8.02,12.12,24,225.7,52,268,24,15,7,46,0.852,108,38,496,"2,594",5.23,27,199.5,20,401,"1,579",3.94,12,121.5,47,25,156,26,34,31,1,21.7,55,0,10,0,414,31.8,50,6.1,5,151,76,166,0.386,11,   423:45,10,13,23,-11,-0.85,
8,"4,163",4.76,33,35,320.2,37,116,97,28,241,99,13,30,0.5,42,18,0,"3,320",8.71,14.69,33,255.4,6,200,19,13,4,36,0.8,11,40,508,"2,350",4.63,26,180.8,45,520,"1,819",3.5,19,139.9,128,52,355,24,35,32,0,21.5,61,0,5,1,437,33.6,14,7.2,40,161,69,186,0.339,53,   393:33,5,15,20,-9,-0.69,
13,"4,684",4.94,33,33,334.6,81,113,130,26,269,56,22,41,0.512,16,41,0,"3,048",7.27,12.1,22,217.7,14,228,26,16,7,49,0.79,43,35,565,"2,619",4.64,34,187.1,54,520,"2,023",3.89,16,144.5,42,26,169,11,33,26,1,18.5,58,0,11,0,435,31.1,72,5.6,99,203,72,211,0.36,28,   436:57,4,4,8,15,1.07,
3,"5,212",6.1,50,53,434.3,88,112,141,22,275,84,8,25,0.4,55,45,1,"3,151",7.65,12.71,22,262.6,117,271,14,10,12,36,0.818,114,52,416,"1,461",3.51,16,121.8,87,442,"1,998",4.52,25,166.5,72,28,182,114,53,50,1,34,41,0,17,0,336,28,103,4.8,74,171,66,157,0.382,101,   342:09,6,16,22,-1,-0.08,
6,"5,243",5.81,43,43,403.3,115,118,148,26,292,66,14,23,0.522,60,31,0,"3,073",8.44,13.9,21,236.4,95,282,21,9,9,39,0.867,110,49,505,"2,728",5.4,29,209.8,76,471,"2,050",4.35,23,157.7,25,20,102,77,43,40,0,27.3,53,0,14,0,411,31.6,47,6.2,63,175,70,178,0.376,51,   395:37,7,6,13,2,0.15,
6,"4,908",5.51,45,46,377.5,56,103,142,12,257,30,20,21,0.667,68,11,0,"3,308",7.47,12.63,32,254.5,80,271,6,15,8,29,0.829,85,41,445,"1,482",3.33,9,114,46,469,"1,830",3.9,16,140.8,111,38,252,71,46,42,2,26.6,43,0,15,0,345,26.5,9,7.5,88,192,71,186,0.398,76,   385:19,5,11,16,-3,-0.23,
7,"5,122",5.1,36,39,394,96,139,115,24,278,36,9,34,0.471,32,37,1,"3,827",7.79,11.81,18,294.4,28,229,31,7,7,45,0.818,18,43,449,"2,111",4.7,38,162.4,104,585,"2,453",4.19,18,188.7,21,19,121,44,39,36,0,23.8,58,0,8,0,429,33,30,6.6,43,169,72,215,0.372,120,   356:07,10,15,25,-7,-0.54,
7,"5,256",5.78,46,50,404.3,92,113,130,34,277,69,11,25,0.44,118,46,1,"3,960",8.1,11.68,27,304.6,99,241,19,14,12,45,0.75,47,56,439,"1,773",4.04,20,136.4,70,500,"2,012",4.02,24,154.8,52,26,243,98,50,47,1,30.7,49,0,14,0,381,29.3,105,4.7,77,170,65,183,0.404,98,   372:11,6,12,18,-6,-0.46,
1,"5,820",7.33,67,70,485,106,143,116,27,286,95,11,20,0.55,98,18,1,"1,832",5.52,11.24,11,152.7,100,198,12,6,6,24,0.686,83,61,415,"1,772",4.27,14,147.7,126,487,"2,825",5.8,43,235.4,61,26,158,130,70,64,2,43.1,25,0,8,0,196,16.3,127,3.7,113,159,53,139,0.518,66,   357:54,9,11,20,-10,-0.83,
6,"5,018",5.42,44,44,418.2,104,125,138,19,282,45,22,26,0.654,34,23,0,"3,585",8.06,13.38,26,298.8,103,277,15,11,10,36,0.8,68,49,416,"1,634",3.93,18,136.2,89,489,"2,009",4.11,22,167.4,82,29,164,91,44,40,1,29.2,47,0,12,0,361,30.1,73,5.5,60,175,71,202,0.48,126,   319:51,6,11,17,-1,-0.08,
7,"4,675",5.4,37,40,389.6,45,98,126,26,250,8,15,22,0.455,125,25,2,"3,854",8.31,13.06,30,321.2,102,270,15,17,14,46,0.852,129,39,415,"1,532",3.69,20,127.7,44,429,"1,668",3.89,16,139,89,30,190,82,40,36,2,28.2,51,0,17,1,409,34.1,8,7.8,50,174,73,194,0.397,121,   328:26,8,10,18,-7,-0.58,
7,"4,794",5.54,39,39,368.8,64,100,135,24,259,100,9,21,0.524,52,34,0,"3,622",8.48,14.66,32,278.6,61,236,13,15,10,38,0.776,15,34,452,"1,878",4.15,15,144.5,56,482,"1,893",3.93,18,145.6,27,21,122,40,39,37,1,23.1,48,0,15,0,376,28.9,40,6.4,73,176,69,179,0.374,71,   386:36,4,8,12,5,0.38,
12,"4,631",4.93,28,28,330.8,32,96,127,14,237,66,14,32,0.5,1,14,0,"3,202",8.11,12.91,21,228.7,27,258,31,10,19,60,0.896,31,35,574,"3,001",5.23,39,214.4,27,484,"1,769",3.65,11,126.4,5,14,111,8,28,23,5,17.4,62,0,23,0,501,35.8,92,5.1,16,190,87,217,0.346,22,   439:09,5,9,14,2,0.14,
11,"5,745",5.6,37,39,441.9,127,102,192,25,319,10,14,37,0.649,18,28,0,"3,298",8.24,13.57,27,253.7,130,380,17,14,10,41,0.854,55,53,479,"2,283",4.77,23,175.6,15,446,"1,523",3.41,10,117.2,27,21,151,54,39,36,1,25.3,54,0,12,0,414,31.8,34,6.5,63,180,72,214,0.402,104,   368:12,7,10,17,3,0.23,
7,"4,848",5.16,40,42,372.9,69,111,134,17,262,90,15,27,0.519,38,49,0,"3,100",6.7,10.47,28,238.5,79,287,12,16,9,37,0.822,88,42,456,"1,609",3.53,15,123.8,38,449,"1,773",3.95,17,136.4,55,27,206,57,42,40,2,25.7,51,0,10,1,388,29.8,30,6.6,125,184,58,189,0.365,57,   391:55,8,13,21,11,0.85,
9,"3,624",4.86,26,28,278.8,4,83,101,18,202,48,8,19,0.368,11,18,0,"2,106",8.19,13.86,12,162,8,205,23,7,12,42,0.84,82,27,601,"2,575",4.28,27,198.1,8,376,"1,268",3.37,11,97.5,31,22,168,6,28,24,0,17.3,40,0,17,1,331,25.5,120,4.2,24,170,76,164,0.348,3,   460:28,4,9,13,4,0.31,
7,"4,482",5.55,36,41,344.8,10,84,121,14,219,30,10,15,0.4,101,20,0,"4,918",6.99,9.49,37,378.3,71,256,9,27,13,49,0.845,92,37,270,821,3.04,10,63.2,12,406,"1,469",3.62,16,113,94,34,210,63,41,38,1,25.9,48,0,14,1,378,29.1,75,5.5,17,173,79,179,0.413,9,   432:47,9,9,18,-2,-0.15,
6,"5,644",6.37,57,57,434.2,122,156,116,29,301,45,11,22,0.818,10,5,0,"3,031",6.66,10.07,19,233.2,29,196,15,11,10,36,0.9,127,54,463,"2,337",5.05,22,179.8,124,557,"2,956",5.31,32,227.4,20,18,125,113,57,57,0,33.8,44,0,23,0,378,29.1,40,6.4,22,192,86,166,0.434,48,   396:08,2,11,13,3,0.23,
4,"4,183",5.98,40,43,348.6,5,86,105,14,205,12,25,18,0.611,31,37,2,681,7.02,14.19,6,56.8,51,204,16,4,12,32,0.865,33,45,694,"2,706",3.9,19,225.5,32,393,"1,565",3.98,25,130.4,89,30,165,82,43,40,2,28.2,28,0,15,0,241,20.1,97,4.8,85,187,70,137,0.394,5,   417:34,5,3,8,5,0.42,
