Opponent 3rd Percent,Opp Pass TDs Allowed,Yards/Pass Attempt Allowed,Pass Yards Per Game Allowed,Opp Redzone Scores,Yds/Rush Allowed,Opp Rush Touchdowns Allowed,Rush Yards Per Game Allowed,Average Sacks per Game,Opponents Intercepted,Def.Plays,Opp.Redzone.Scores,
0.408,23,7.72,269.2,41,4.09,24,162.8,3.08,12,4.87,43,
0.33,12,6.21,192.1,25,3.47,9,136.9,2.38,22,5.08,116,
0.423,21,6.82,264.3,50,4.23,22,165.4,2.07,13,5.81,112,
0.398,20,6.84,248.1,36,4.61,24,158.2,3,11,5.45,73,
0.302,10,5.71,178.2,32,2.95,14,100.5,3.38,16,5.02,98,
0.376,17,6.95,198.9,32,4.5,26,160.8,1.62,10,5.08,52,
0.467,18,6.89,223.9,45,4.57,27,192.1,2,10,5.48,124,
0.414,27,7.33,233.4,35,4.31,19,152.5,2.15,9,5.94,127,
0.425,18,7.45,230.5,42,5.53,32,212.3,1.46,7,6.12,51,
0.438,27,8.69,263.7,54,5.23,32,235.8,4,6,6.13,47,
0.41,19,7.17,212.8,38,4.47,22,186.1,2.38,6,5.24,39,
0.42,16,7.35,220.5,53,5.37,29,212.2,2.08,11,5.81,49,
0.453,16,7.29,219.8,39,4.51,22,182.9,1.92,6,5.23,20,
0.35,20,6.51,274.5,40,3.83,20,133.4,2.46,14,5.65,43,
0.444,23,7.77,235.1,41,5.39,28,216.3,3,7,6.76,27,
0.358,12,5.38,177.9,27,3.07,12,104.5,1.77,12,6.63,28,
0.393,19,7.3,209.9,31,3.39,9,139.3,2,8,5.86,98,
0.279,17,6.81,233,27,2.78,9,108.8,1.77,26,5.86,49,
0.35,9,6.11,186.9,24,3.78,12,160.2,1.75,11,5.02,33,
0.344,16,6.77,196.2,32,4.25,23,168.4,3.31,16,5.52,10,
0.353,13,5.72,184.2,33,3.89,17,164.3,2.23,15,5.55,5,
0.402,19,7.08,234.8,37,5.01,23,216,2.08,5,5.63,62,
0.4,18,7.02,243.3,37,4.66,21,202.8,2.17,13,5.78,98,
0.469,27,7.87,253.2,52,5.19,36,259.5,1.08,6,4.17,21,
0.432,37,7.88,291.7,47,3.51,13,116.2,1.31,10,5.4,93,
0.509,19,7.49,207.9,50,5.67,35,246.1,1.92,11,36,52,
0.381,18,7.32,229.9,37,4.24,16,157.9,2.08,17,40,41,
0.417,29,8.73,272.1,43,5.52,30,214.7,2.08,8,54,56,
0.354,24,7.22,231,33,4.43,18,175.1,2.33,9,43,52,
0.373,17,5.73,194.2,30,3.17,10,104.3,2.15,18,22,34,
0.399,22,6.56,250.6,38,3.81,19,147.9,3.15,11,41,52,
0.398,21,6.44,208.8,39,4.23,18,169.8,2.5,8,38,45,
0.372,23,7.12,246.6,33,3.77,12,146.8,2.38,12,40,52,
0.366,19,7.74,191.2,36,5.24,26,176.8,1,11,31,29,
0.429,18,7.31,229.5,34,3.57,14,140.2,2.42,9,32,41,
0.422,19,7.57,218.3,48,4.43,23,183.8,1.75,6,27,43,
0.39,19,7.08,232.5,32,3.36,11,120.7,1.33,15,42,48,
0.288,13,6.74,199,30,3.89,15,144.8,2.62,12,49,58,
0.411,12,6.43,186.6,36,4.38,20,182.7,4,6,55,52,
0.374,26,7.44,286.6,43,3.28,14,124.1,2,13,50,54,
0.393,33,8.3,296.6,46,4.07,18,145.7,3,3,39,58,
0.314,18,6.61,231.2,35,4.35,20,168.2,2.38,12,38,43,
0.475,33,8.95,289.2,49,4.98,33,220.8,1.46,13,48,62,
0.402,18,6.87,217.6,34,4.25,19,153.5,1.85,13,56,50,
0.284,15,6.78,168,29,3.59,19,126.1,0.93,6,58,57,
0.429,27,7.26,232.9,43,4.1,16,164.1,2.25,13,50,57,
0.347,13,6.6,180.3,17,3.32,8,106.2,1.31,11,41,58,
0.393,20,6.59,233.2,34,4.11,18,167.8,1.31,18,42,45,
0.371,24,7.38,234.7,40,3.88,21,137.6,2.93,21,21,34,
0.434,25,7.92,235,37,4.67,21,178.4,0.67,8,50,54,
0.382,20,6.99,232.9,44,4.72,22,180.2,2.23,9,38,36,
0.441,19,9.44,197.5,44,5.1,29,213.3,1.42,7,54,58,
0.33,19,7.33,258.6,38,4.59,19,162.1,1.29,13,35,46,
0.393,14,6.56,218.5,31,4.77,22,195.3,1.23,13,25,23,
0.339,23,6.35,214.9,32,3.46,15,145.4,1.69,19,43,51,
0.423,26,8.25,268.4,36,4.03,19,160.6,1.69,9,38,41,
0.353,11,5.67,170.9,22,4.5,16,150.6,2.93,8,58,65,
0.348,15,7.41,216.2,30,4.24,24,166.6,1.54,15,39,45,
0.361,19,5.81,218.9,38,3.86,11,159.9,2.92,13,26,42,
0.414,32,9.39,341,45,4.9,32,188.6,3,5,32,41,
0.448,16,7.51,203.9,42,4.78,23,201.3,2.58,14,47,60,
0.331,16,6.27,211.2,26,3.21,12,104.5,1.31,13,46,56,
0.308,14,6.91,201,27,3.73,22,155.7,2.69,18,30,42,
0.388,24,7.45,259.5,53,4.94,31,208.5,1.67,10,41,42,
0.373,25,7.42,243.9,37,4.25,17,174.1,1.21,18,48,52,
0.456,24,6.38,252.1,34,3.26,12,116.7,2.31,18,36,40,
0.474,23,9.71,252.6,47,6.27,43,258.3,2.33,7,42,46,
0.397,28,8.49,224.3,46,5.28,26,205.4,4.33,7,44,40,
0.335,11,5.63,161.5,28,4.32,18,164.4,2.17,13,35,41,
0.34,9,6.46,171.8,32,4.35,17,142.4,2.25,10,42,51,
0.322,14,5.14,156.6,23,3.26,7,124.8,2.36,26,41,47,
0.399,18,7.74,227.4,41,3.7,25,148.2,1.69,7,40,45,
0.363,18,7.44,244.5,31,3.57,18,115.8,1.08,14,33,46,
0.344,15,7.03,266.8,37,3.58,18,149,2.23,25,30,43,
0.468,40,8.42,315.8,51,5.49,32,213.6,4.42,10,36,48,
0.452,25,8.23,242.9,48,5.58,29,238.6,2.5,3,50,54,
0.465,24,8.39,290.2,44,5.43,35,237.8,1.5,7,47,46,
0.357,20,5.75,174.7,24,3.58,8,128.4,1.15,13,31,45,
0.384,17,6.9,239.1,41,5.35,33,224,3.17,8,42,40,
0.408,20,7.14,242,44,4.72,25,190.6,2.5,14,33,49,
0.409,13,6.24,219.8,40,3.92,20,139.1,2,17,47,46,
0.424,19,7.82,211.1,44,4.88,21,198.8,1.17,9,46,43,
0.447,22,8.21,229.8,42,4.9,26,197.3,3.08,3,22,30,
0.402,22,6.99,237.6,33,4.81,19,189.3,2.25,13,20,28,
0.413,17,7.63,242.8,35,4.13,20,150.7,2.08,14,36,34,
0.453,12,7.18,213.5,37,4.11,25,194.8,2.5,18,28,42,
0.267,8,5.95,170.8,26,2.58,10,80.7,2,16,35,44,
0.383,15,6.45,197.5,35,3.93,15,143.2,1.92,11,54,55,
0.336,17,6.53,208.1,44,3.7,20,160.5,1.86,18,62,61,
0.342,18,6.73,225.1,48,3.72,20,149.3,2.08,11,18,28,
0.404,22,8.48,217.8,35,5.39,23,215.5,1.33,8,36,46,
0.439,18,7,254.3,34,3.32,16,116.3,2.33,11,45,56,
0.419,16,7.35,249.8,40,4.4,26,176.5,1.31,18,57,57,
0.482,29,8.09,260.9,54,5.08,23,223.3,4.17,10,29,35,
0.398,23,6.93,231.3,39,3.81,14,140.2,2.77,17,36,44,
0.279,12,5.18,165.6,24,2.85,8,86.6,1.21,17,40,45,
0.478,16,6.8,203.4,40,4.33,25,199.3,1.23,15,15,31,
0.368,16,6.9,215.1,37,4.54,19,158.2,2.08,10,47,54,
0.352,18,6.87,205.2,33,4.21,17,144.2,1.77,14,43,46,
0.378,18,6.54,264.8,40,4.17,20,152.9,1.93,20,42,46,
0.459,23,7.07,215.9,35,4.55,17,178.8,1.38,13,35,44,
0.407,19,6.87,219.3,38,5.02,26,180.2,3,12,50,52,
0.309,17,7.19,214.6,39,3.77,21,156.2,1.31,14,43,49,
0.452,21,8.88,250,51,6.86,45,299.5,2.08,10,46,47,
0.4,16,6.77,220.7,38,4.17,19,182.5,1.62,13,47,53,
0.363,15,6.51,227.8,22,3.68,10,120.5,0.85,18,33,42,
0.387,27,7.13,263.1,36,3.85,14,151.7,0.79,19,37,40,
0.401,20,6.89,256.2,38,4.15,16,167.3,3,19,28,32,
0.419,19,6.31,198.2,39,4.18,13,168,0.62,13,30,39,
0.442,24,7.28,217.9,31,4.62,21,187.9,1.46,14,41,44,
0.356,31,7.03,268,34,3.29,9,109.4,1.57,16,38,47,
0.337,17,6.76,212.5,30,4.09,17,137.6,1.15,16,34,43,
0.314,16,5.83,242.5,32,3.64,11,142.4,1.08,21,46,50,
0.401,10,6.95,215.5,40,3.92,27,154.9,2.08,13,42,48,
0.403,14,5.55,204.5,37,3.82,17,165.5,1.38,17,36,40,
0.404,20,7.29,246.3,44,5.1,28,190.3,1.92,19,32,41,
0.365,18,6.73,237.3,32,3.92,16,144,1.83,13,47,45,
0.383,20,7.36,218.5,37,4.04,19,149,3.31,8,28,44,
0.565,27,7.55,224.5,52,5.34,28,235.4,3.17,13,36,45,
0.349,21,6.89,202.7,40,4.14,20,161.4,2.64,14,29,41,
0.416,31,7.79,312,42,3.1,17,100.8,2.69,8,46,47,
0.412,24,7.4,271.8,44,3.79,23,140.8,3.17,11,40,47,
0.364,20,7.28,224.6,36,4.26,15,159.7,1.42,11,40,54,
0.373,15,6.91,196.2,37,4.31,16,153.8,1.77,18,42,48,
0.39,19,7.4,211,35,3.86,16,139.8,2.75,11,36,38,
0.327,20,5.82,214.6,27,3.96,14,120.6,2.43,17,54,45,
0.459,24,7.84,210.9,53,4.75,38,224.6,3,6,40,41,
0.322,22,6.41,253.8,32,2.88,8,89.4,1.14,13,22,34,
0.335,22,6.98,229.8,34,3.81,19,137.4,1.38,15,49,60,
0.36,14,6.57,225.6,36,3.31,14,130.8,1.92,19,28,36,
0.409,24,8.31,298.6,43,4.6,17,175,2.67,3,36,47,
0.425,18,7.16,211.1,36,5.26,25,207.3,1.25,14,41,44,
0.368,13,6.95,224.2,45,4.35,21,183.1,1.23,10,51,53,
0.41,31,7.56,253.5,42,5.38,23,222.3,1.62,17,35,44,
0.395,18,6.57,249.3,38,4.16,20,147.4,1.75,11,49,55,
0.343,16,6.43,217.1,41,4.55,32,201.5,2.54,8,32,35,
0.455,17,8.38,251.3,46,4.01,27,170.4,0.5,8,46,53,
0.436,28,9.48,313.6,38,4.31,27,169.6,1.67,6,36,41,
0.394,13,6.95,228.4,36,3.19,17,123.7,2.46,19,34,42,
0.44,25,6.69,230.7,45,4.59,21,198.9,0.83,15,37,46,
0.46,32,9.35,276.5,54,5.6,35,221.3,2.17,7,26,33,
0.412,13,6.5,239.5,28,3.98,21,122.5,1.69,14,55,62,
0.349,16,6.49,217.6,39,3.98,19,169.5,2.77,14,48,36,
0.384,23,7.55,249.2,38,3.69,17,135.4,3.5,13,36,47,
0.365,22,7.24,267.3,43,3.52,13,130.3,1.92,3,28,38,
0.469,26,9.69,220.5,45,6.16,35,247.8,2.25,3,44,48,
0.368,18,5.99,206.9,40,4.18,19,147.8,2.54,18,34,42,
0.32,19,7.24,232.9,41,4.36,28,170.7,2,10,40,43,
0.297,12,6.22,172.7,23,3.21,13,110.9,2.54,19,39,49,
0.363,20,6.42,223,37,3.73,13,143.2,2.08,12,33,45,
0.378,15,5.83,227.2,38,4.13,20,161.3,2.31,16,39,44,
0.381,23,7.67,270.8,41,4.45,25,187.2,2.46,16,38,41,
0.427,24,7.88,263.3,50,4.43,23,191.7,2.33,12,70,68,
0.451,10,6.84,177.9,37,4.29,24,161.3,1.67,14,46,44,
0.457,16,6.61,169.2,43,5.38,30,250,1.83,8,17,34,
0.306,16,6.2,202.5,25,3.22,8,102.5,1.23,9,34,29,
